player_id,player_name,player_team,player_position,guernsey_number,picture,PctOfSeason,80s,games_played,kicks,marks,handballs,disposals,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,afl_fantasy_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,rating_points,shots_at_goal,80sr
CD_I1012241,Abbey Dowrick,Port Adelaide,Ruck-Rover,5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1012241.png?im=Scale,width=0.6,height=0.6",0.7207142857142858,10.09,13,16.352824578790884,1.4866204162537167,5.946481665014867,22.29930624380575,0.5946481665014867,0.6937561942517344,0.0,8.721506442021804,1.6848364717542121,4.360753221010902,7.234886025768088,2.9732408325074333,1.288404360753221,1.1892963330029733,14.27155599603568,7.928642220019822,0.19821605550049554,0.19821605550049554,1.8830525272547076,0.19821605550049554,0.39643211100099107,102.2794846382557,1.3875123885034688,5.847373637264618,4.261645193260654,468.2854311199207,5.7482656095143705,4.261645193260654,0.7928642220019821,0.0,1.4866204162537167,1.0
CD_I1019668,Abbey McDonald,Geelong Cats,Interchange,39,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1019668.png?im=Scale,width=0.6,height=0.6",0.18636363636363637,2.0500000000000003,4,3.9024390243902434,3.414634146341463,5.365853658536585,9.268292682926829,0.0,0.0,0.0,3.414634146341463,1.4634146341463412,0.4878048780487804,0.0,3.9024390243902434,0.0,1.4634146341463412,2.9268292682926824,6.829268292682926,0.0,0.4878048780487804,0.4878048780487804,0.0,0.0,41.95121951219512,0.0,0.0,0.4878048780487804,80.48780487804876,3.9024390243902434,1.4634146341463412,0.0,0.0,0.0,1.0
CD_I1011078,Abbie Ballard,Adelaide Crows,Interchange,27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1011078.png?im=Scale,width=0.6,height=0.6",0.14285714285714285,2.0,4,7.5,2.5,6.5,14.0,0.5,0.5,0.0,6.0,1.5,1.0,2.0,3.0,0.0,2.5,5.0,10.0,0.0,0.0,1.0,0.0,0.5,63.0,0.0,2.0,2.5,134.0,5.0,0.5,1.5,0.0,1.0,1.0
CD_I1013027,Abbie McKay,Carlton,Rover,5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1013027.png?im=Scale,width=0.6,height=0.6",0.5709090909090908,6.279999999999999,9,11.94267515923567,0.3184713375796179,17.99363057324841,29.93630573248408,0.15923566878980894,0.15923566878980894,0.0,8.121019108280256,2.388535031847134,3.1847133757961785,7.961783439490446,3.980891719745223,1.1146496815286626,1.4331210191082804,17.834394904458602,11.305732484076435,0.0,0.0,1.1146496815286626,0.0,0.15923566878980894,103.18471337579619,1.7515923566878984,6.210191082802549,1.7515923566878984,275.95541401273886,5.095541401273886,3.6624203821656054,1.2738853503184715,0.0,0.4777070063694268,1.0
CD_I1023815,Abbygail Bushby,West Coast Eagles,Rover,15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1023815.png?im=Scale,width=0.6,height=0.6",0.49454545454545457,5.44,9,11.76470588235294,4.227941176470588,7.536764705882352,19.301470588235293,0.1838235294117647,0.1838235294117647,0.0,2.941176470588235,1.2867647058823528,2.5735294117647056,2.0220588235294117,3.8602941176470584,0.9191176470588235,0.7352941176470588,6.066176470588235,12.13235294117647,0.0,0.551470588235294,0.7352941176470588,0.1838235294117647,0.551470588235294,74.81617647058823,0.551470588235294,1.4705882352941175,3.3088235294117645,259.92647058823525,4.227941176470588,2.0220588235294117,0.0,0.0,1.102941176470588,1.0
CD_I1018953,Aileen Gilroy,Hawthorn,Half-Forward,7,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1018953.png?im=Scale,width=0.6,height=0.6",0.8446153846153845,10.98,13,14.207650273224044,1.639344262295082,1.5482695810564662,15.75591985428051,1.2750455373406193,1.0018214936247722,0.0,4.098360655737705,0.7285974499089253,5.646630236794171,2.5500910746812386,3.278688524590164,0.9107468123861566,0.4553734061930783,6.739526411657559,8.469945355191257,0.0,0.27322404371584696,1.0928961748633879,0.18214936247723132,0.5464480874316939,75.22768670309654,0.36429872495446264,2.1857923497267757,5.191256830601093,424.6812386156648,4.098360655737705,1.7304189435336976,1.2750455373406193,0.0,2.5500910746812386,1.0
CD_I1022067,Aimee Whelan,Sydney Swans,Half-Back,22,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1022067.png?im=Scale,width=0.6,height=0.6",0.2690909090909091,2.96,5,9.797297297297298,2.7027027027027026,5.743243243243243,15.54054054054054,0.6756756756756757,0.0,0.0,5.0675675675675675,1.0135135135135136,1.3513513513513513,4.054054054054054,4.72972972972973,2.027027027027027,1.6891891891891893,7.094594594594595,8.445945945945946,0.0,0.33783783783783783,0.33783783783783783,0.0,0.0,70.27027027027027,1.3513513513513513,2.7027027027027026,3.040540540540541,245.27027027027026,4.391891891891892,1.6891891891891893,0.33783783783783783,0.0,0.6756756756756757,1.0
CD_I1029626,Aine McDonagh,Hawthorn,Full-Forward,13,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1029626.png?im=Scale,width=0.6,height=0.6",0.9015384615384616,11.72,13,8.020477815699659,3.41296928327645,3.1569965870307164,11.177474402730375,1.36518771331058,1.621160409556314,0.9385665529010239,2.3890784982935154,0.1706484641638225,1.621160409556314,0.4266211604095563,3.0716723549488054,1.706484641638225,0.8532423208191126,5.716723549488054,5.375426621160409,0.68259385665529,2.1331058020477816,1.2798634812286689,0.1706484641638225,0.8532423208191126,60.06825938566553,0.0,0.4266211604095563,5.290102389078498,148.37883959044368,2.3890784982935154,1.1092150170648463,1.5358361774744027,0.0,3.4982935153583616,1.0
CD_I1018949,Aine Tighe,Fremantle,Half-Forward,10,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1018949.png?im=Scale,width=0.6,height=0.6",0.2153846153846154,2.8000000000000003,4,10.714285714285714,6.071428571428571,3.9285714285714284,14.642857142857142,1.7857142857142856,1.4285714285714284,4.285714285714286,4.999999999999999,0.3571428571428571,2.142857142857143,0.3571428571428571,3.214285714285714,0.3571428571428571,1.0714285714285714,7.142857142857142,7.142857142857142,1.4285714285714284,1.4285714285714284,2.142857142857143,0.0,0.7142857142857142,91.78571428571428,0.0,0.3571428571428571,4.642857142857142,252.49999999999997,3.571428571428571,2.142857142857143,2.8571428571428568,0.0,3.214285714285714,1.0
CD_I1005866,Ainslie Kemp,Hawthorn,Centre Half-Back,16,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1005866.png?im=Scale,width=0.6,height=0.6",0.75,9.75,13,10.871794871794872,4.615384615384615,2.4615384615384617,13.333333333333334,0.0,0.0,0.0,1.2307692307692308,2.9743589743589745,1.641025641025641,0.10256410256410256,2.2564102564102564,0.5128205128205128,0.5128205128205128,4.410256410256411,6.9743589743589745,0.5128205128205128,0.0,3.282051282051282,0.0,0.10256410256410256,55.282051282051285,0.0,0.10256410256410256,1.435897435897436,272.4102564102564,3.1794871794871793,6.358974358974359,0.10256410256410256,0.0,0.0,1.0
