"providerId","utcStartTime","status","compSeason.shortName","round.name","round.roundNumber","venue.name","home.team.name","home.team.club.name","away.team.name","away.team.club.name","player.jumperNumber","player.photoURL","player.player.position","player.player.player.playerId","player.player.player.captain","player.player.player.playerJumperNumber","player.player.player.givenName","player.player.player.surname","teamId","gamesPlayed","timeOnGroundPercentage","goals","behinds","superGoals","kicks","handballs","disposals","marks","bounces","tackles","contestedPossessions","uncontestedPossessions","totalPossessions","inside50s","marksInside50","contestedMarks","hitouts","onePercenters","disposalEfficiency","clangers","freesFor","freesAgainst","dreamTeamPoints","rebound50s","goalAssists","goalAccuracy","ratingPoints","ranking","lastUpdated","turnovers","intercepts","tacklesInside50","shotsAtGoal","goalEfficiency","shotEfficiency","interchangeCounts","scoreInvolvements","metresGained","clearances.centreClearances","clearances.stoppageClearances","clearances.totalClearances","extendedStats.effectiveKicks","extendedStats.kickEfficiency","extendedStats.kickToHandballRatio","extendedStats.effectiveDisposals","extendedStats.marksOnLead","extendedStats.interceptMarks","extendedStats.contestedPossessionRate","extendedStats.hitoutsToAdvantage","extendedStats.hitoutWinPercentage","extendedStats.hitoutToAdvantageRate","extendedStats.groundBallGets","extendedStats.f50GroundBallGets","extendedStats.scoreLaunches","extendedStats.pressureActs","extendedStats.defHalfPressureActs","extendedStats.spoils","extendedStats.ruckContests","extendedStats.contestDefOneOnOnes","extendedStats.contestDefLosses","extendedStats.contestDefLossPercentage","extendedStats.contestOffOneOnOnes","extendedStats.contestOffWins","extendedStats.contestOffWinsPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon","player.playerId","player.captain","player.playerJumperNumber","player.givenName","player.surname","teamStatus","extendedStats","team.name"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",40,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/994389.png?im=Scale,width=0.6,height=0.6","INT","CD_I994389",FALSE,40,"Jack","Sinclair","CD_T130",NA,78,1,1,NA,5,6,11,2,0,4,8,5,13,1,1,0,0,4,63.6,0,0,0,56,2,1,50,14.8,NA,"2018-01-24T05:32:37.663+0000",2,7,0,2,NA,NA,NA,4,181,0,2,2,2,40,0.8,7,0,1,61.5,0,0,0,6,2,2,14,6,1,0,0,0,0,0,0,0,NA,NA,NA,"CD_I994389",FALSE,40,"Jack","Sinclair","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",3,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/270912.png?im=Scale,width=0.6,height=0.6","R","CD_I270912",FALSE,3,"Jack","Steven","CD_T130",NA,78,1,3,NA,19,13,32,7,1,7,11,20,31,5,2,1,0,0,56.3,5,3,2,138,4,0,25,9.6,NA,"2018-01-24T05:32:37.663+0000",5,1,1,4,NA,NA,NA,8,433,3,2,5,9,47.4,1.5,18,0,0,35.5,0,0,0,5,1,1,14,5,0,0,0,0,0,2,0,0,NA,NA,NA,"CD_I270912",FALSE,3,"Jack","Steven","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",44,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/281024.png?im=Scale,width=0.6,height=0.6","RR","CD_I281024",FALSE,44,"Maverick","Weller","CD_T130",NA,91,0,0,NA,6,11,17,1,0,7,12,4,16,2,0,0,3,0,58.8,4,0,3,65,1,0,0,8.5,NA,"2018-01-24T05:32:37.663+0000",2,1,0,0,NA,NA,NA,2,161,4,2,6,2,33.3,0.5,10,0,0,75,0,0,0,9,0,0,26,8,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I281024",FALSE,44,"Maverick","Weller","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",34,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/294317.png?im=Scale,width=0.6,height=0.6","SUB","CD_I294317",FALSE,34,"Nathan","Wright","CD_T130",NA,24,0,0,NA,4,3,7,0,0,1,3,4,7,0,0,0,0,2,71.4,1,1,1,20,4,0,0,2.6,NA,"2018-01-24T05:32:37.663+0000",2,2,0,0,NA,NA,NA,0,68,0,0,0,3,75,1.3,5,0,0,42.9,0,0,0,2,0,0,5,5,1,0,1,0,0,0,0,0,NA,NA,NA,"CD_I294317",FALSE,34,"Nathan","Wright","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",32,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/298312.png?im=Scale,width=0.6,height=0.6","CHF","CD_I298312",FALSE,32,"Paddy","McCartin","CD_T130",NA,75,0,0,NA,7,2,9,3,0,1,5,6,11,2,0,0,0,2,33.3,6,1,1,36,1,0,0,-1.8,NA,"2018-01-24T05:32:37.663+0000",5,0,0,0,NA,NA,NA,1,105,0,0,0,3,42.9,3.5,3,0,0,45.5,0,0,0,3,2,0,1,1,1,0,0,0,0,2,0,0,NA,NA,NA,"CD_I298312",FALSE,32,"Paddy","McCartin","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",20,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/250340.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I250340",FALSE,20,"David","Armitage","CD_T130",NA,85,2,0,NA,20,13,33,4,0,9,11,23,34,7,0,0,1,0,69.7,3,2,2,143,2,1,100,19.9,NA,"2018-01-24T05:32:37.663+0000",5,0,1,2,NA,NA,NA,9,553,2,3,5,14,70,1.5,23,0,0,32.4,0,0,0,7,2,2,21,13,0,0,0,0,0,1,0,0,NA,NA,NA,"CD_I250340",FALSE,20,"David","Armitage","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/296351.png?im=Scale,width=0.6,height=0.6","C","CD_I296351",FALSE,15,"Jack","Billings","CD_T130",NA,81,0,0,NA,12,7,19,5,0,3,5,14,19,2,1,0,0,2,57.9,2,1,0,78,3,0,0,4,NA,"2018-01-24T05:32:37.663+0000",5,2,1,1,NA,NA,NA,3,55,0,1,1,6,50,1.7,11,0,0,26.3,0,0,0,3,0,0,10,3,2,0,0,0,0,2,2,100,NA,NA,NA,"CD_I296351",FALSE,15,"Jack","Billings","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/291492.png?im=Scale,width=0.6,height=0.6","FF","CD_I291492",FALSE,27,"Josh","Bruce","CD_T130",NA,92,2,0,NA,2,1,3,2,0,2,1,3,4,1,2,1,3,2,100,0,0,0,37,0,0,100,7.7,NA,"2018-01-24T05:32:37.663+0000",0,0,0,2,NA,NA,NA,2,60,0,0,0,2,100,2,3,0,0,25,1,33.3,33.3,0,0,0,9,1,1,9,0,0,0,3,0,0,NA,NA,NA,"CD_I291492",FALSE,27,"Josh","Bruce","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",21,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/270303.png?im=Scale,width=0.6,height=0.6","FB","CD_I270303",FALSE,21,"Luke","Delaney","CD_T130",NA,84,0,0,NA,2,7,9,2,0,2,4,5,9,0,0,1,0,5,88.9,3,1,3,26,1,0,0,4.7,NA,"2018-01-24T05:32:37.663+0000",0,5,0,0,NA,NA,NA,3,-12,0,0,0,2,100,0.3,8,0,2,44.4,0,0,0,2,0,3,2,2,5,0,5,2,40,0,0,0,NA,NA,NA,"CD_I270303",FALSE,21,"Luke","Delaney","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",24,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/230243.png?im=Scale,width=0.6,height=0.6","BPR","CD_I230243",FALSE,24,"Sean","Dempster","CD_T130",NA,93,0,0,NA,9,9,18,2,0,1,9,12,21,0,0,0,0,6,72.2,2,1,0,56,5,0,0,8.6,NA,"2018-01-24T05:32:37.663+0000",1,7,0,0,NA,NA,NA,2,171,0,1,1,7,77.8,1,13,0,0,42.9,0,0,0,6,0,0,7,7,2,0,2,0,0,0,0,0,NA,NA,NA,"CD_I230243",FALSE,24,"Sean","Dempster","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",7,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/294429.png?im=Scale,width=0.6,height=0.6","INT","CD_I294429",FALSE,7,"Luke","Dunstan","CD_T130",NA,81,0,0,NA,12,10,22,5,1,4,12,10,22,6,1,0,0,0,72.7,5,1,2,82,1,1,0,11.1,NA,"2018-01-24T05:32:37.663+0000",5,3,0,0,NA,NA,NA,6,340,3,2,5,9,75,1.2,16,0,0,54.5,0,0,0,8,1,0,18,9,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I294429",FALSE,7,"Luke","Dunstan","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",25,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/240708.png?im=Scale,width=0.6,height=0.6","CHB","CD_I240708",FALSE,25,"Sam","Fisher","CD_T130",NA,93,0,0,NA,13,5,18,8,0,1,7,11,18,1,0,2,1,4,72.2,4,0,3,69,3,0,0,9.3,NA,"2018-01-24T05:32:37.663+0000",5,5,0,0,NA,NA,NA,4,299,0,1,1,10,76.9,2.6,13,0,2,38.9,0,0,0,4,0,0,12,10,3,0,5,3,60,0,0,0,NA,NA,NA,"CD_I240708",FALSE,25,"Sam","Fisher","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",14,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/260113.png?im=Scale,width=0.6,height=0.6","HBFR","CD_I260113",FALSE,14,"Jarryn","Geary","CD_T130",NA,87,1,0,NA,9,3,12,2,0,3,4,8,12,1,0,0,0,5,75,3,0,1,54,2,0,100,12.8,NA,"2018-01-24T05:32:37.663+0000",3,3,0,1,NA,NA,NA,2,255,0,1,1,7,77.8,3,9,0,0,33.3,0,0,0,4,0,0,11,8,5,0,1,0,0,1,0,0,NA,NA,NA,"CD_I260113",FALSE,14,"Jarryn","Geary","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",18,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/291828.png?im=Scale,width=0.6,height=0.6","RK","CD_I291828",FALSE,18,"Billy","Longer","CD_T130",NA,87,0,0,NA,5,4,9,2,0,4,7,2,9,3,0,1,32,1,88.9,4,3,3,71,0,0,0,10.8,NA,"2018-01-24T05:32:37.663+0000",1,3,0,0,NA,NA,NA,4,78,2,1,3,4,80,1.3,8,0,2,77.8,11,37.2,34.4,3,0,3,15,10,1,86,1,1,100,1,0,0,NA,NA,NA,"CD_I291828",FALSE,18,"Billy","Longer","away",NA,"St Kilda"
"CD_M20150140301","2015-04-17T09:50:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Collingwood","Collingwood","St Kilda","St Kilda",37,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/992000.png?im=Scale,width=0.6,height=0.6","FPL","CD_I992000",FALSE,37,"Jack","Lonie","CD_T130",NA,64,0,0,NA,2,4,6,2,0,4,3,4,7,0,0,0,0,1,83.3,1,0,1,33,0,0,0,2.9,NA,"2018-01-24T05:32:37.663+0000",1,1,1,0,NA,NA,NA,2,16,0,0,0,2,100,0.5,5,0,0,42.9,0,0,0,2,1,0,14,4,0,0,0,0,0,1,0,0,NA,NA,NA,"CD_I992000",FALSE,37,"Jack","Lonie","away",NA,"St Kilda"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/260533.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I260533",FALSE,27,"Dennis","Armfield","CD_T30",NA,89,1,0,NA,9,3,12,2,0,3,10,4,14,3,0,0,0,3,58.3,5,3,2,54,0,2,100,15.6,NA,"2018-01-24T05:30:57.134+0000",6,2,1,1,NA,NA,NA,3,293,0,0,0,4,44.4,3,7,1,0,71.4,0,0,0,6,2,1,14,2,1,0,0,0,0,1,1,100,NA,NA,NA,"CD_I260533",FALSE,27,"Dennis","Armfield","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",4,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/250417.png?im=Scale,width=0.6,height=0.6","RR","CD_I250417",FALSE,4,"Bryce","Gibbs","CD_T30",NA,79,1,2,NA,12,6,18,3,0,6,7,10,17,1,0,0,2,1,61.1,4,1,2,86,2,0,33.3,5.3,NA,"2018-01-24T05:30:57.134+0000",3,2,2,3,NA,NA,NA,6,261,3,2,5,5,41.7,2,11,0,0,41.2,0,0,0,4,1,1,30,13,1,0,0,0,0,0,0,0,NA,NA,NA,"CD_I250417",FALSE,4,"Bryce","Gibbs","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",40,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/261043.png?im=Scale,width=0.6,height=0.6","FB","CD_I261043",FALSE,40,"Michael","Jamison","CD_T30",NA,89,0,0,NA,4,1,5,2,0,0,3,3,6,0,0,1,0,5,100,1,1,1,18,2,0,0,5.6,NA,"2018-01-24T05:30:57.134+0000",0,2,0,0,NA,NA,NA,2,120,0,0,0,4,100,4,5,0,1,50,0,0,0,0,0,1,6,4,3,0,3,1,33.3,0,0,0,NA,NA,NA,"CD_I261043",FALSE,40,"Michael","Jamison","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",28,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/294691.png?im=Scale,width=0.6,height=0.6","INT","CD_I294691",FALSE,28,"Tom","Bell","CD_T30",NA,83,1,0,NA,9,9,18,4,0,1,8,9,17,2,0,0,0,1,66.7,1,0,0,67,1,0,100,10.2,NA,"2018-01-24T05:30:57.134+0000",4,4,1,1,NA,NA,NA,6,318,1,2,3,6,66.7,1,12,1,0,47.1,0,0,0,7,1,0,9,2,0,0,1,1,100,0,0,0,NA,NA,NA,"CD_I294691",FALSE,28,"Tom","Bell","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",14,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/281078.png?im=Scale,width=0.6,height=0.6","CHF","CD_I281078",FALSE,14,"Liam","Jones","CD_T30",NA,85,1,1,NA,8,0,8,4,0,2,6,3,9,5,1,3,0,1,62.5,2,2,1,50,0,0,50,8,NA,"2018-01-24T05:30:57.134+0000",2,1,0,2,NA,NA,NA,3,240,0,0,0,5,62.5,0,5,0,0,66.7,0,0,0,1,0,0,14,4,1,0,0,0,0,6,2,33.3,NA,NA,NA,"CD_I281078",FALSE,14,"Liam","Jones","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/220056.png?im=Scale,width=0.6,height=0.6","R","CD_I220056",FALSE,5,"Chris","Judd","CD_T30",NA,77,1,1,NA,11,9,20,2,0,1,13,8,21,5,1,0,0,0,75,3,0,2,62,0,1,33.3,17.3,NA,"2018-01-24T05:30:57.134+0000",7,1,1,3,NA,NA,NA,6,396,4,8,12,6,54.5,1.2,15,2,0,61.9,0,0,0,10,2,4,18,7,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I220056",FALSE,5,"Chris","Judd","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",3,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/250105.png?im=Scale,width=0.6,height=0.6","FPL","CD_I250105",FALSE,3,"Marc","Murphy","CD_T30",NA,87,0,0,NA,18,12,30,4,0,3,12,16,28,7,0,0,0,0,73.3,1,3,0,105,1,1,0,17.5,NA,"2018-01-24T05:30:57.134+0000",3,6,1,0,NA,NA,NA,7,508,0,2,2,13,72.2,1.5,22,0,0,42.9,0,0,0,9,0,2,18,7,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I250105",FALSE,3,"Marc","Murphy","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",17,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/260278.png?im=Scale,width=0.6,height=0.6","CHB","CD_I260278",FALSE,17,"Sam","Rowe","CD_T30",NA,100,0,0,NA,6,7,13,2,0,3,7,6,13,1,0,1,1,9,84.6,2,2,2,47,2,0,0,12,NA,"2018-01-24T05:30:57.134+0000",2,8,1,0,NA,NA,NA,1,89,0,0,0,5,83.3,0.9,11,0,2,53.8,0,0,0,4,0,0,8,5,7,0,4,0,0,0,0,0,NA,NA,NA,"CD_I260278",FALSE,17,"Sam","Rowe","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",6,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/230202.png?im=Scale,width=0.6,height=0.6","FPR","CD_I230202",FALSE,6,"Kade","Simpson","CD_T30",NA,87,0,0,NA,12,11,23,5,5,1,4,16,20,2,0,0,0,3,91.3,2,0,0,77,7,1,0,9.9,NA,"2018-01-24T05:30:57.134+0000",3,5,0,0,NA,NA,NA,5,446,0,1,1,10,83.3,1.1,21,0,2,20,0,0,0,2,0,0,9,7,0,0,1,1,100,0,0,0,NA,NA,NA,"CD_I230202",FALSE,6,"Kade","Simpson","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",42,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/292511.png?im=Scale,width=0.6,height=0.6","BPR","CD_I292511",FALSE,42,"Zach","Tuohy","CD_T30",NA,95,0,0,NA,5,11,16,1,0,0,8,7,15,0,0,1,0,4,68.8,1,1,0,41,4,0,0,10.2,NA,"2018-01-24T05:30:57.134+0000",3,6,0,0,NA,NA,NA,1,128,0,2,2,4,80,0.5,11,0,1,53.3,0,0,0,6,0,1,4,3,2,0,3,0,0,0,0,0,NA,NA,NA,"CD_I292511",FALSE,42,"Zach","Tuohy","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",1,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/240014.png?im=Scale,width=0.6,height=0.6","INT","CD_I240014",FALSE,1,"Andrew","Walker","CD_T30",NA,79,1,1,NA,14,6,20,6,2,0,5,16,21,4,2,0,0,0,60,3,1,1,77,3,0,50,-1.1,NA,"2018-01-24T05:30:57.134+0000",9,3,0,2,NA,NA,NA,4,360,0,0,0,8,57.1,2.3,12,0,0,23.8,0,0,0,4,1,0,3,3,0,0,0,0,0,2,1,50,NA,NA,NA,"CD_I240014",FALSE,1,"Andrew","Walker","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",36,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/240300.png?im=Scale,width=0.6,height=0.6","RK","CD_I240300",FALSE,36,"Cameron","Wood","CD_T30",NA,76,0,1,NA,9,4,13,1,0,1,11,3,14,2,0,0,23,5,38.5,1,2,1,65,3,0,0,10.4,NA,"2018-01-24T05:30:57.134+0000",0,0,0,1,NA,NA,NA,6,210,3,5,8,3,33.3,2.3,5,0,0,78.6,9,28,39.1,4,0,6,7,2,5,82,3,0,0,0,0,0,NA,NA,NA,"CD_I240300",FALSE,36,"Cameron","Wood","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",13,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/271110.png?im=Scale,width=0.6,height=0.6","WR","CD_I271110",FALSE,13,"Chris","Yarran","CD_T30",NA,86,0,1,NA,8,2,10,2,1,1,2,8,10,2,1,1,0,1,70,2,0,1,36,1,2,0,6.5,NA,"2018-01-24T05:30:57.134+0000",1,1,1,2,NA,NA,NA,4,149,0,0,0,6,75,4,7,1,0,20,0,0,0,1,0,0,10,4,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I271110",FALSE,13,"Chris","Yarran","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",38,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/995121.png?im=Scale,width=0.6,height=0.6","SUB","CD_I995121",FALSE,38,"Ciaran","Byrne","CD_T30",NA,28,0,0,NA,5,4,9,1,0,1,3,6,9,1,0,0,0,2,88.9,2,1,2,25,0,0,0,5.2,NA,"2018-01-24T05:30:57.134+0000",1,3,0,0,NA,NA,NA,2,111,0,1,1,4,80,1.3,8,0,1,33.3,0,0,0,2,0,1,2,2,2,0,2,0,0,0,0,0,NA,NA,NA,"CD_I995121",FALSE,38,"Ciaran","Byrne","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",44,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/220015.png?im=Scale,width=0.6,height=0.6","C","CD_I220015",FALSE,44,"Andrew","Carrazzo","CD_T30",NA,77,0,0,NA,12,13,25,2,0,6,15,10,25,4,0,0,0,1,80,3,2,2,88,1,1,0,13,NA,"2018-01-24T05:30:57.134+0000",2,2,1,1,NA,NA,NA,5,284,4,5,9,8,66.7,0.9,20,0,0,60,0,0,0,8,3,3,20,7,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I220015",FALSE,44,"Andrew","Carrazzo","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",41,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/281124.png?im=Scale,width=0.6,height=0.6","FF","CD_I281124",FALSE,41,"Levi","Casboult","CD_T30",NA,83,0,1,NA,6,5,11,6,0,1,4,7,11,1,0,2,9,2,72.7,2,0,0,60,0,0,0,4.2,NA,"2018-01-24T05:30:57.134+0000",2,0,1,1,NA,NA,NA,3,199,0,0,0,3,50,1.2,8,1,0,36.4,6,47.4,66.7,2,2,1,15,3,2,19,1,0,0,5,2,40,NA,NA,NA,"CD_I281124",FALSE,41,"Levi","Casboult","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",9,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/990704.png?im=Scale,width=0.6,height=0.6","INT","CD_I990704",FALSE,9,"Patrick","Cripps","CD_T30",NA,75,0,2,NA,10,12,22,2,0,4,15,7,22,6,0,1,2,1,50,2,1,0,81,0,0,0,7.3,NA,"2018-01-24T05:30:57.134+0000",5,4,1,2,NA,NA,NA,8,278,2,3,5,2,20,0.8,11,0,1,68.2,2,0,100,10,1,3,13,4,0,0,0,0,0,2,1,50,NA,NA,NA,"CD_I990704",FALSE,9,"Patrick","Cripps","home",NA,"Carlton"
"CD_M20150140302","2015-04-18T03:45:00.000+0000","CONCLUDED","Premiership","Round 3",3,"MCG","Carlton","Carlton","Essendon","Essendon",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2015014/270146.png?im=Scale,width=0.6,height=0.6","HBFR","CD_I270146",FALSE,35,"Ed","Curnow","CD_T30",NA,64,0,0,NA,3,5,8,1,0,1,4,4,8,2,0,1,0,0,50,0,0,0,26,0,0,0,5.4,NA,"2018-01-24T05:30:57.134+0000",0,2,0,0,NA,NA,NA,1,58,0,0,0,0,0,0.6,4,0,1,50,0,0,0,3,0,0,10,4,0,0,1,0,0,0,0,0,NA,NA,NA,"CD_I270146",FALSE,35,"Ed","Curnow","home",NA,"Carlton"
