"providerId","utcStartTime","status","compSeason.shortName","round.name","round.roundNumber","venue.name","home.team.name","home.team.club.name","away.team.name","away.team.club.name","player.jumperNumber","player.photoURL","player.player.position","player.player.player.playerId","player.player.player.captain","player.player.player.playerJumperNumber","player.player.player.givenName","player.player.player.surname","teamId","gamesPlayed","timeOnGroundPercentage","goals","behinds","superGoals","kicks","handballs","disposals","marks","bounces","tackles","contestedPossessions","uncontestedPossessions","totalPossessions","inside50s","marksInside50","contestedMarks","hitouts","onePercenters","disposalEfficiency","clangers","freesFor","freesAgainst","dreamTeamPoints","rebound50s","goalAssists","goalAccuracy","ratingPoints","ranking","lastUpdated","turnovers","intercepts","tacklesInside50","shotsAtGoal","goalEfficiency","shotEfficiency","interchangeCounts","scoreInvolvements","metresGained","extendedStats","clearances.centreClearances","clearances.stoppageClearances","clearances.totalClearances","player.playerId","player.captain","player.playerJumperNumber","player.givenName","player.surname","teamStatus","team.name"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",33,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1026016.png?im=Scale,width=0.6,height=0.6","INT","CD_I1026016",FALSE,33,"Montana","Beruldsen","CD_T9408",NA,75,1,1,NA,6,2,8,1,0,4,9,2,11,5,0,1,0,2,62.5,2,3,2,45,0,0,50,NA,NA,NA,4,1,2,2,NA,NA,NA,3,222,NA,0,0,0,"CD_I1026016",FALSE,33,"Montana","Beruldsen","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",32,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1010255.png?im=Scale,width=0.6,height=0.6","INT","CD_I1010255",FALSE,32,"Hayley","Bullas","CD_T9408",NA,79,0,0,NA,5,4,9,0,0,9,5,4,9,3,0,0,0,1,55.6,1,0,1,56,1,0,0,NA,NA,NA,1,1,6,0,NA,NA,NA,1,71,NA,1,0,1,"CD_I1010255",FALSE,32,"Hayley","Bullas","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",14,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1003022.png?im=Scale,width=0.6,height=0.6","HBFR","CD_I1003022",FALSE,14,"Maddy","Collier","CD_T9408",NA,48,0,0,NA,5,1,6,1,0,2,1,4,5,1,0,0,0,1,83.3,1,1,1,26,4,0,0,NA,NA,NA,1,2,0,0,NA,NA,NA,1,167,NA,0,0,0,"CD_I1003022",FALSE,14,"Maddy","Collier","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1021460.png?im=Scale,width=0.6,height=0.6","INT","CD_I1021460",FALSE,27,"Giselle","Davies","CD_T9408",NA,49,0,0,NA,1,4,5,1,0,5,5,0,5,0,0,1,6,0,80,1,2,1,39,1,0,0,NA,NA,NA,0,0,2,0,NA,NA,NA,2,46,NA,0,3,3,"CD_I1021460",FALSE,27,"Giselle","Davies","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1014359.png?im=Scale,width=0.6,height=0.6","RR","CD_I1014359",FALSE,31,"Laura","Gardiner","CD_T9408",NA,89,0,0,NA,15,8,23,2,0,8,4,17,21,1,0,0,0,0,56.5,4,0,3,90,6,0,0,NA,NA,NA,5,3,3,0,NA,NA,NA,2,312,NA,0,2,2,"CD_I1014359",FALSE,31,"Laura","Gardiner","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",16,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1021884.png?im=Scale,width=0.6,height=0.6","INT","CD_I1021884",FALSE,16,"Sarah","Grunden","CD_T9408",NA,69,0,0,NA,3,0,3,1,0,4,1,2,3,1,1,0,0,0,66.7,4,0,0,28,0,1,0,NA,NA,NA,2,0,2,0,NA,NA,NA,2,25,NA,0,1,1,"CD_I1021884",FALSE,16,"Sarah","Grunden","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",18,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1015152.png?im=Scale,width=0.6,height=0.6","WL","CD_I1015152",FALSE,18,"Montana","Ham","CD_T9408",NA,84,1,0,NA,9,7,16,2,0,2,7,8,15,4,1,0,0,1,81.3,2,2,1,60,2,0,100,NA,NA,NA,2,3,0,1,NA,NA,NA,4,225,NA,1,0,1,"CD_I1015152",FALSE,18,"Montana","Ham","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",10,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1022350.png?im=Scale,width=0.6,height=0.6","HFFR","CD_I1022350",FALSE,10,"Cynthia","Hamilton","CD_T9408",NA,79,1,1,NA,6,4,10,2,0,2,6,3,9,1,1,0,0,3,50,4,0,1,44,0,1,50,NA,NA,NA,3,1,1,2,NA,NA,NA,3,103,NA,0,1,1,"CD_I1022350",FALSE,10,"Cynthia","Hamilton","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1022745.png?im=Scale,width=0.6,height=0.6","CHB","CD_I1022745",FALSE,12,"Ella","Heads","CD_T9408",NA,94,0,0,NA,9,5,14,2,0,4,1,6,7,1,0,0,0,0,85.7,3,1,2,54,7,0,0,NA,NA,NA,2,3,0,0,NA,NA,NA,2,255,NA,0,0,0,"CD_I1022745",FALSE,12,"Ella","Heads","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",3,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1024573.png?im=Scale,width=0.6,height=0.6","BPL","CD_I1024573",FALSE,3,"Kiara","Hillier","CD_T9408",NA,68,0,0,NA,4,4,8,1,0,4,0,6,6,1,0,0,0,3,50,3,0,1,36,4,0,0,NA,NA,NA,3,2,0,0,NA,NA,NA,0,142,NA,0,0,0,"CD_I1024573",FALSE,3,"Kiara","Hillier","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",25,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1019834.png?im=Scale,width=0.6,height=0.6","FPR","CD_I1019834",FALSE,25,"Sofia","Hurley","CD_T9408",NA,81,0,0,NA,10,5,15,0,0,7,8,5,13,4,0,0,0,1,53.3,4,0,0,68,1,0,0,NA,NA,NA,6,5,3,0,NA,NA,NA,1,249,NA,0,3,3,"CD_I1019834",FALSE,25,"Sofia","Hurley","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",29,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1025789.png?im=Scale,width=0.6,height=0.6","C","CD_I1025789",FALSE,29,"Tanya","Kennedy","CD_T9408",NA,95,0,0,NA,8,4,12,3,0,5,6,6,12,3,1,1,0,0,58.3,2,0,1,58,1,0,0,NA,NA,NA,3,6,0,0,NA,NA,NA,0,133,NA,1,0,1,"CD_I1025789",FALSE,29,"Tanya","Kennedy","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",1,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1004408.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I1004408",FALSE,1,"Brooke","Lochland","CD_T9408",NA,73,0,0,NA,3,2,5,1,0,4,2,2,4,1,1,0,0,0,60,2,1,1,30,0,0,0,NA,NA,NA,2,2,2,2,NA,NA,NA,0,63,NA,0,0,0,"CD_I1004408",FALSE,1,"Brooke","Lochland","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",9,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1009865.png?im=Scale,width=0.6,height=0.6","WR","CD_I1009865",FALSE,9,"Lucy","McEvoy","CD_T9408",NA,73,1,0,NA,10,7,17,5,0,4,4,12,16,1,4,0,0,0,76.5,3,0,0,81,2,1,50,NA,NA,NA,6,4,2,2,NA,NA,NA,4,244,NA,0,1,1,"CD_I1009865",FALSE,9,"Lucy","McEvoy","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",8,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1012957.png?im=Scale,width=0.6,height=0.6","HBFL","CD_I1012957",FALSE,8,"Alice","Mitchell","CD_T9408",NA,100,0,0,NA,6,3,9,5,0,0,3,6,9,1,0,1,0,7,88.9,2,0,1,36,3,0,0,NA,NA,NA,2,2,0,0,NA,NA,NA,0,206,NA,0,1,1,"CD_I1012957",FALSE,8,"Alice","Mitchell","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1010263.png?im=Scale,width=0.6,height=0.6","FF","CD_I1010263",FALSE,5,"Chloe","Molloy","CD_T9408",NA,94,2,0,NA,6,6,12,1,0,2,5,6,11,1,1,1,0,0,66.7,0,1,0,54,1,1,100,NA,NA,NA,3,0,1,2,NA,NA,NA,5,184,NA,0,0,0,"CD_I1010263",FALSE,5,"Chloe","Molloy","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",7,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1015012.png?im=Scale,width=0.6,height=0.6","RK","CD_I1015012",FALSE,7,"Ally","Morphett","CD_T9408",NA,54,0,0,NA,9,5,14,3,0,1,10,7,17,5,0,1,13,0,57.1,3,1,2,58,3,0,0,NA,NA,NA,4,4,0,0,NA,NA,NA,2,325,NA,1,2,3,"CD_I1015012",FALSE,7,"Ally","Morphett","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",19,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/296148.png?im=Scale,width=0.6,height=0.6","CHF","CD_I296148",FALSE,19,"Rebecca","Privitelli","CD_T9408",NA,83,2,0,NA,7,0,7,3,0,4,6,1,7,1,2,3,0,1,42.9,2,0,0,58,0,0,66.7,NA,NA,NA,3,0,3,3,NA,NA,NA,2,109,NA,0,0,0,"CD_I296148",FALSE,19,"Rebecca","Privitelli","home","Sydney Swans"
"CD_M20242640101","2024-08-30T09:15:00.000+0000","CONCLUDED","2024 NAB AFLW Season","Week 1",1,"North Sydney Oval","Sydney Swans","Sydney Swans","Collingwood","Collingwood",28,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFLW/2024264/1029616.png?im=Scale,width=0.6,height=0.6","R","CD_I1029616",FALSE,28,"Lauren","Szigeti","CD_T9408",NA,57,0,0,NA,5,2,7,1,0,4,7,2,9,1,0,0,0,2,85.7,1,1,1,36,2,0,0,NA,NA,NA,1,2,0,0,NA,NA,NA,1,98,NA,1,2,3,"CD_I1029616",FALSE,28,"Lauren","Szigeti","home","Sydney Swans"
